orden_id;order_item_id;producto_id;vendedor_id;precio;valor_flete;codigo_postal_vendedor;ciudad_vendedor;departamento_vendedor
74651PJ73A;A;PJ73;VE2056;79.9;31.6;52490;Olaya herrera;Nariño
59301PH77A;A;PH77;VE3797;331.23;24.54;52203;Colon;Nariño
34340PS69A;A;PS69;VE5979;1.48;4.82;52051;Arboleda;Nariño
93606PQ49A;A;PQ49;VE5049;205.73;33.16;13006;Achi;Bolivar
58726PM22A;A;PM22;VE5445;83.79;2.16;52565;Providencia;Nariño
39797PM13A;A;PM13;VE5346;41.65;13.84;50001;Villavicencio;Meta
89044PB41B;B;PB41;VE3840;150.82;3.25;8001;Barranquilla;Atlantico
55241PT86C;C;PT86;VE2887;198.89;19.64;73001;Ibague;Tolima
59298PQ46A;A;PQ46;VE3927;13.69;0.24;44001;Riohacha;La guajira
40164PI10A;A;PI10;VE6571;47.7;1.66;91001;Leticia;Amazonas
37488PP76A;A;PP76;VE4489;0.62;51.14;52354;Imues;Nariño
73191PP46A;A;PP46;VE1558;505.61;17.38;52399;La union;Nariño
69185PK18A;A;PK18;VE8613;190.14;12.62;52399;La union;Nariño
91018PD22D;D;PD22;VE9864;41.26;10.32;54003;Abrego;Norte de santander
67184PB94A;A;PB94;VE8511;23.51;54.8;19001;Popayan;Cauca
43764PN18A;A;PN18;VE6294;101.06;9.0;50683;San juan de arama;Meta
71288PI94A;A;PI94;VE6542;170.21;19.01;68001;Bucaramanga;Santander
44083PS68A;A;PS68;VE3062;68.27;27.13;52435;Mallama;Nariño
44118PN84A;A;PN84;VE8467;131.78;29.04;54003;Abrego;Norte de santander
90899PF87A;A;PF87;VE3768;113.16;44.48;20001;Valledupar;Cesar
39967PK44A;A;PK44;VE7204;31.64;15.56;52490;Olaya herrera;Nariño
86530PO15A;A;PO15;VE4502;17.72;28.14;52381;La florida;Nariño
106361PN19A;A;PN19;VE5068;463.94;3.76;54003;Abrego;Norte de santander
110349PP52A;A;PP52;VE6777;30.47;52.82;52356;Ipiales;Nariño
41633PR29A;A;PR29;VE9623;21.47;46.99;95001;San jose del guaviare;Guaviare
18463PM85C;C;PM85;VE8511;28.77;22.4;13006;Achi;Bolivar
37570PF65A;A;PF65;VE8338;253.15;14.09;50683;San juan de arama;Meta
85553PF30A;A;PF30;VE2941;183.56;26.8;52323;Gualmatan;Nariño
35470PJ15A;A;PJ15;VE2456;50.61;14.66;52399;La union;Nariño
7592PK51B;B;PK51;VE6289;56.39;15.15;52051;Arboleda;Nariño
8794PB32A;A;PB32;VE8511;86.41;5.75;52203;Colon;Nariño
19886PP30B;B;PP30;VE6936;115.63;2.59;50683;San juan de arama;Meta
50566PF70A;A;PF70;VE6781;203.18;7.16;52411;Linares;Nariño
11946PH20B;B;PH20;VE8511;44.42;5.08;97001;Mitu;Vaupes
34694PM53A;A;PM53;VE7503;74.05;24.49;52323;Gualmatan;Nariño
65846PP79A;A;PP79;VE3582;8.52;19.73;50686;San juanito;Meta
40770PI43A;A;PI43;VE5926;5.37;1.02;52520;Francisco pizarro;Nariño
52026PR72A;A;PR72;VE3955;2.54;0.54;91001;Leticia;Amazonas
18122PT71A;A;PT71;VE3342;183.78;0.31;52480;Nariño;Nariño
75224PH98A;A;PH98;VE7882;40.07;16.26;8001;Barranquilla;Atlantico
52079PR61A;A;PR61;VE5229;59.83;7.77;23001;Monteria;Cordoba
15669PQ69B;B;PQ69;VE4454;52.04;3.14;50683;San juan de arama;Meta
75052PF60A;A;PF60;VE5049;230.85;38.25;17001;Manizales;Caldas
46617PJ35A;A;PJ35;VE3166;80.28;12.17;5001;Medellin;Antioquia
42379PR18A;A;PR18;VE8722;171.87;23.52;76001;Cali;Valle del cauca
25907PB34A;A;PB34;VE5049;95.16;31.54;50686;San juanito;Meta
40533PK60B;B;PK60;VE3607;301.69;18.81;52323;Gualmatan;Nariño
95586PT43A;A;PT43;VE8782;148.23;13.51;52207;Consaca;Nariño
40441PL44A;A;PL44;VE5473;200.66;11.93;52399;La union;Nariño
70166PO36B;B;PO36;VE1309;470.75;29.21;50683;San juan de arama;Meta
69133PA84A;A;PA84;VE5926;28.91;57.3;23001;Monteria;Cordoba
84989PO73A;A;PO73;VE5192;320.79;18.4;52399;La union;Nariño
28727PD29A;A;PD29;VE5979;3.55;0.01;17001;Manizales;Caldas
37884PQ46A;A;PQ46;VE6289;48.16;69.37;91001;Leticia;Amazonas
30053PB18A;A;PB18;VE6571;179.05;26.08;23001;Monteria;Cordoba
86125PG56A;A;PG56;VE9555;27.3;3.02;88001;San andres;San andres
7983PG55A;A;PG55;VE6541;38.98;18.04;91001;Leticia;Amazonas
2647PE33A;A;PE33;VE5109;120.43;18.81;5001;Medellin;Antioquia
59443PN79A;A;PN79;VE8722;6.85;82.32;50006;Acacias;Meta
2656PI72A;A;PI72;VE4489;101.04;12.65;18001;Florencia;Caqueta
65509PO47A;A;PO47;VE7338;103.98;31.93;52210;Contadero;Nariño
74974PQ61F;F;PQ61;VE1175;243.76;29.65;52323;Gualmatan;Nariño
90685PB56A;A;PB56;VE3858;100.66;12.86;5001;Medellin;Antioquia
111591PK46A;A;PK46;VE8160;76.07;4.28;50686;San juanito;Meta
93646PS26A;A;PS26;VE5445;105.53;4.07;25001;Agua de dios;Cundinamarca
47238PA74A;A;PA74;VE6107;15.68;1.26;5001;Medellin;Antioquia
59987PJ84B;B;PJ84;VE7204;119.0;38.29;70001;Sincelejo;Sucre
41720PH19A;A;PH19;VE3768;29.63;6.65;52480;Nariño;Nariño
91053PI14B;B;PI14;VE6106;7.59;17.38;73001;Ibague;Tolima
81433PN34A;A;PN34;VE3840;207.27;5.11;17001;Manizales;Caldas
17684PQ97A;A;PQ97;VE8692;175.47;22.67;76001;Cali;Valle del cauca
63816PM45A;A;PM45;VE8695;158.67;11.62;50001;Villavicencio;Meta
111665PA81A;A;PA81;VE4446;18.48;1.46;47001;Santa marta;Magdalena
85725PJ86A;A;PJ86;VE3877;34.43;15.32;52490;Olaya herrera;Nariño
29541PH50A;A;PH50;VE4937;49.85;8.74;54003;Abrego;Norte de santander
17800PF23A;A;PF23;VE6535;252.06;16.56;54001;Cucuta;Norte de santander
22614PP46A;A;PP46;VE7623;44.87;5.59;52203;Colon;Nariño
36221PD59A;A;PD59;VE6107;136.55;12.85;85001;Yopal;Casanare
3995PD52A;A;PD52;VE1290;122.64;12.65;81001;Arauca;Arauca
47915PI61B;B;PI61;VE5445;40.37;10.59;52354;Imues;Nariño
110838PL74A;A;PL74;VE7204;7.43;23.93;81001;Arauca;Arauca
51352PC49A;A;PC49;VE3215;199.16;32.66;66001;Pereira;Risaralda
111261PJ79A;A;PJ79;VE5049;363.7;87.87;54003;Abrego;Norte de santander
25195PH57A;A;PH57;VE5929;126.72;98.49;66001;Pereira;Risaralda
43928PM42A;A;PM42;VE6032;171.23;11.81;68001;Bucaramanga;Santander
97618PM25B;B;PM25;VE2305;24.15;9.32;52083;Belen;Nariño
84011PE70A;A;PE70;VE1309;7.94;8.41;50001;Villavicencio;Meta
44763PP52B;B;PP52;VE4580;44.5;52.47;52490;Olaya herrera;Nariño
57455PN18A;A;PN18;VE6294;243.87;0.65;50686;San juanito;Meta
8564PB55B;B;PB55;VE6646;43.46;1.15;50006;Acacias;Meta
79175PL49A;A;PL49;VE9946;500.76;48.98;5002;Abejorral;Antioquia
67649PT33A;A;PT33;VE8455;139.01;53.34;15001;Tunja;Boyaca
76997PE42A;A;PE42;VE2715;40.39;57.33;52418;Los andes;Nariño
34487PF23A;A;PF23;VE2233;5.65;10.36;50686;San juanito;Meta
15461PS61A;A;PS61;VE1019;148.36;91.06;52473;Mosquera;Nariño
30477PE20A;A;PE20;VE5926;0.83;85.04;52001;Pasto;Nariño
83545PF31A;A;PF31;VE7281;54.28;13.21;52378;La cruz;Nariño
104842PR59A;A;PR59;VE5049;0.35;40.7;52354;Imues;Nariño
80843PE92A;A;PE92;VE4179;24.41;1.55;50001;Villavicencio;Meta
64140PD16A;A;PD16;VE8338;201.93;28.62;97001;Mitu;Vaupes
12877PM35A;A;PM35;VE8494;261.11;15.68;50001;Villavicencio;Meta
80824PA18A;A;PA18;VE2068;57.93;5.8;91001;Leticia;Amazonas
85941PB71A;A;PB71;VE4446;14.06;53.18;50686;San juanito;Meta
66285PH81A;A;PH81;VE3791;50.84;7.22;52435;Mallama;Nariño
13482PM15A;A;PM15;VE6542;156.91;24.76;52405;Leiva;Nariño
5513PH43B;B;PH43;VE3062;248.32;7.06;66001;Pereira;Risaralda
2151PL13A;A;PL13;VE6422;99.91;3.11;52240;Chachagui;Nariño
66243PP73A;A;PP73;VE1290;92.46;1.87;52110;Buesaco;Nariño
15328PR59A;A;PR59;VE3955;14.62;42.08;23001;Monteria;Cordoba
48805PG26A;A;PG26;VE4819;50.44;31.07;54003;Abrego;Norte de santander
47912PD30A;A;PD30;VE4365;95.84;5.03;94001;Inirida;Guainia
32846PD91A;A;PD91;VE5926;113.43;0.9;94001;Inirida;Guainia
98390PD37A;A;PD37;VE3743;99.55;26.58;52405;Leiva;Nariño
84589PN37B;B;PN37;VE3768;79.05;2.19;52490;Olaya herrera;Nariño
42040PA13A;A;PA13;VE6608;9.31;55.65;13001;Cartagena;Bolivar
3583PE11A;A;PE11;VE7125;117.42;4.03;50686;San juanito;Meta
67271PD31B;B;PD31;VE4436;7.8;2.53;50683;San juan de arama;Meta
74772PN50A;A;PN50;VE2887;32.84;51.35;97001;Mitu;Vaupes
29101PJ29A;A;PJ29;VE7623;10.68;16.97;52560;Potosi;Nariño
97508PJ81A;A;PJ81;VE7888;573.9;25.18;88001;San andres;San andres
86098PJ39A;A;PJ39;VE2302;150.87;17.74;50683;San juan de arama;Meta
74417PJ10A;A;PJ10;VE4333;19.85;28.77;50683;San juan de arama;Meta
40033PE49A;A;PE49;VE3806;8.32;14.5;76001;Cali;Valle del cauca
23017PM65A;A;PM65;VE1402;16.98;1.02;76001;Cali;Valle del cauca
71901PC53A;A;PC53;VE4502;58.76;10.0;52110;Buesaco;Nariño
14391PG34B;B;PG34;VE8160;28.72;19.56;54003;Abrego;Norte de santander
64300PC61A;A;PC61;VE2114;11.19;0.21;66001;Pereira;Risaralda
42863PA23A;A;PA23;VE1504;4.13;19.79;91001;Leticia;Amazonas
83332PR51A;A;PR51;VE5681;77.1;20.53;52356;Ipiales;Nariño
70557PL65B;B;PL65;VE3342;6.43;16.98;50683;San juan de arama;Meta
34673PE47B;B;PE47;VE8692;2.71;6.26;17001;Manizales;Caldas
15668PD32A;A;PD32;VE6406;61.14;5.58;52405;Leiva;Nariño
49316PA13A;A;PA13;VE6107;44.05;32.26;8001;Barranquilla;Atlantico
69271PA55B;B;PA55;VE9713;16.53;5.25;70001;Sincelejo;Sucre
56268PE43A;A;PE43;VE9276;34.56;16.66;18001;Florencia;Caqueta
97751PI11A;A;PI11;VE4179;92.39;6.49;13001;Cartagena;Bolivar
95440PC61A;A;PC61;VE8692;350.23;1.68;5001;Medellin;Antioquia
26738PB85A;A;PB85;VE1211;68.94;32.13;52560;Potosi;Nariño
46231PR54A;A;PR54;VE8895;91.15;33.84;66001;Pereira;Risaralda
46736PT57A;A;PT57;VE6422;89.27;42.24;52381;La florida;Nariño
17449PB22A;A;PB22;VE9769;1.53;26.32;50001;Villavicencio;Meta
61730PL18A;A;PL18;VE8895;161.5;56.84;94001;Inirida;Guainia
46425PA73A;A;PA73;VE1830;145.18;12.26;54001;Cucuta;Norte de santander
1351PL85A;A;PL85;VE7866;43.62;16.59;52001;Pasto;Nariño
30741PT25A;A;PT25;VE1504;139.38;32.93;5002;Abejorral;Antioquia
84786PQ93A;A;PQ93;VE8511;44.11;38.31;50006;Acacias;Meta
102947PF57A;A;PF57;VE3215;231.22;23.6;85001;Yopal;Casanare
55569PB58A;A;PB58;VE6542;72.61;7.48;76001;Cali;Valle del cauca
58725PT37A;A;PT37;VE3877;141.62;6.38;52390;La tola;Nariño
1796PA46A;A;PA46;VE2302;390.61;17.43;54003;Abrego;Norte de santander
94058PK79A;A;PK79;VE6535;6.4;15.06;44001;Riohacha;La guajira
64132PA35A;A;PA35;VE2715;39.67;1.36;68001;Bucaramanga;Santander
1502PR21A;A;PR21;VE5595;122.25;36.97;20001;Valledupar;Cesar
65416PJ30B;B;PJ30;VE5389;263.39;46.17;17001;Manizales;Caldas
29209PR61A;A;PR61;VE3215;240.3;29.58;50686;San juanito;Meta
107684PR46A;A;PR46;VE2129;68.94;11.95;73001;Ibague;Tolima
53186PB52A;A;PB52;VE4502;214.66;5.76;52323;Gualmatan;Nariño
105590PE28A;A;PE28;VE6571;72.34;40.94;23001;Monteria;Cordoba
4116PI62A;A;PI62;VE1309;224.6;100.84;5001;Medellin;Antioquia
59643PH88A;A;PH88;VE3806;261.53;50.62;15001;Tunja;Boyaca
58700PA71A;A;PA71;VE1988;101.37;4.21;52418;Los andes;Nariño
41673PB76A;A;PB76;VE2456;420.95;12.19;85001;Yopal;Casanare
104648PP97A;A;PP97;VE3210;164.12;31.17;52051;Arboleda;Nariño
71525PE45A;A;PE45;VE7503;24.26;11.32;17001;Manizales;Caldas
58029PJ58A;A;PJ58;VE8782;125.02;36.28;76001;Cali;Valle del cauca
79718PG85A;A;PG85;VE8338;75.43;16.5;85001;Yopal;Casanare
27787PT53A;A;PT53;VE8467;43.07;18.29;5002;Abejorral;Antioquia
84081PB54A;A;PB54;VE1175;4.56;23.84;52435;Mallama;Nariño
61271PP94A;A;PP94;VE5993;282.57;1.99;52323;Gualmatan;Nariño
64544PM20A;A;PM20;VE8511;101.08;19.59;52480;Nariño;Nariño
45663PN88A;A;PN88;VE2738;159.79;24.12;13006;Achi;Bolivar
48932PD93A;A;PD93;VE9912;21.15;29.85;13006;Achi;Bolivar
95754PC18A;A;PC18;VE1211;1.6;19.29;19001;Popayan;Cauca
6067PR70A;A;PR70;VE2941;24.06;32.36;5001;Medellin;Antioquia
22293PS14A;A;PS14;VE5090;202.2;5.14;52490;Olaya herrera;Nariño
66259PD22A;A;PD22;VE7204;151.12;16.97;68001;Bucaramanga;Santander
105299PP14A;A;PP14;VE7495;192.37;0.4;66001;Pereira;Risaralda
62326PM28B;B;PM28;VE7888;62.67;1.71;44001;Riohacha;La guajira
66321PO27C;C;PO27;VE3791;76.39;19.78;52210;Contadero;Nariño
1249PQ82A;A;PQ82;VE9609;320.23;38.5;50001;Villavicencio;Meta
6620PG49B;B;PG49;VE7016;90.36;42.59;54003;Abrego;Norte de santander
26676PO66A;A;PO66;VE7926;72.98;26.09;23001;Monteria;Cordoba
67178PI17A;A;PI17;VE9623;147.78;6.88;70001;Sincelejo;Sucre
25544PK46A;A;PK46;VE6936;73.55;21.11;8001;Barranquilla;Atlantico
40408PF46E;E;PF46;VE3806;154.23;8.76;52001;Pasto;Nariño
112418PQ18A;A;PQ18;VE5979;140.22;2.87;52203;Colon;Nariño
1884PR80A;A;PR80;VE8511;171.54;12.98;17001;Manizales;Caldas
82665PP59A;A;PP59;VE5068;164.58;1.59;52435;Mallama;Nariño
48208PB12B;B;PB12;VE8575;171.78;29.98;66001;Pereira;Risaralda
33123PE43A;A;PE43;VE2561;15.33;27.58;52323;Gualmatan;Nariño
32779PJ19A;A;PJ19;VE3955;22.07;21.16;20001;Valledupar;Cesar
45973PD97A;A;PD97;VE6422;510.54;22.77;76001;Cali;Valle del cauca
101796PL41A;A;PL41;VE3939;157.64;11.45;23001;Monteria;Cordoba
68449PM38A;A;PM38;VE6289;391.23;41.85;85001;Yopal;Casanare
112167PE86A;A;PE86;VE2740;57.03;8.37;70001;Sincelejo;Sucre
89778PB11B;B;PB11;VE4813;80.55;29.41;85001;Yopal;Casanare
64457PT29A;A;PT29;VE4446;425.53;24.6;17001;Manizales;Caldas
86724PM35A;A;PM35;VE3276;93.05;8.17;91001;Leticia;Amazonas
18939PL27A;A;PL27;VE4454;677.94;11.96;52323;Gualmatan;Nariño
32765PS75A;A;PS75;VE1307;434.04;4.35;70001;Sincelejo;Sucre
1427PC44A;A;PC44;VE1307;14.1;5.99;54003;Abrego;Norte de santander
56007PB27A;A;PB27;VE5445;50.24;2.66;50001;Villavicencio;Meta
103202PE37B;B;PE37;VE5346;17.05;16.68;19001;Popayan;Cauca
25930PK32A;A;PK32;VE3955;7.77;0.77;5001;Medellin;Antioquia
62025PJ37A;A;PJ37;VE1309;53.79;4.05;19001;Popayan;Cauca
69327PO14A;A;PO14;VE2980;73.3;3.18;17001;Manizales;Caldas
62191PC42A;A;PC42;VE1019;42.28;3.79;52490;Olaya herrera;Nariño
111975PM84B;B;PM84;VE9170;147.26;32.56;18001;Florencia;Caqueta
10292PE14A;A;PE14;VE8544;24.39;28.07;52001;Pasto;Nariño
94165PI74A;A;PI74;VE8494;108.45;37.05;50001;Villavicencio;Meta
7277PQ39A;A;PQ39;VE3840;131.2;1.47;5002;Abejorral;Antioquia
10548PM84B;B;PM84;VE2561;470.16;11.28;13006;Achi;Bolivar
26753PI55A;A;PI55;VE4937;96.6;22.63;23001;Monteria;Cordoba
1674PL22A;A;PL22;VE3276;257.08;17.96;52473;Mosquera;Nariño
109811PB67B;B;PB67;VE9434;67.44;31.27;50683;San juan de arama;Meta
12779PA15A;A;PA15;VE9555;82.71;5.95;66001;Pereira;Risaralda
72334PP65A;A;PP65;VE9434;7.77;1.15;85001;Yopal;Casanare
61790PJ55A;A;PJ55;VE6107;252.53;84.79;52001;Pasto;Nariño
18523PL20A;A;PL20;VE5588;310.55;83.07;50001;Villavicencio;Meta
100513PQ99A;A;PQ99;VE6777;2.67;17.32;52323;Gualmatan;Nariño
3190PK51A;A;PK51;VE4502;12.98;22.15;50001;Villavicencio;Meta
83252PN86A;A;PN86;VE5993;216.11;19.66;91001;Leticia;Amazonas
107004PP54A;A;PP54;VE2926;68.93;40.99;52435;Mallama;Nariño
64296PH12A;A;PH12;VE6856;3.27;9.64;17001;Manizales;Caldas
81456PA38A;A;PA38;VE3549;135.63;8.81;52565;Providencia;Nariño
93823PO37A;A;PO37;VE5926;37.4;16.63;27001;Quibdo;Choco
79392PR26A;A;PR26;VE1402;99.84;67.29;68001;Bucaramanga;Santander
50068PC29A;A;PC29;VE9170;101.47;17.67;17001;Manizales;Caldas
16930PQ88A;A;PQ88;VE1206;128.32;14.97;17001;Manizales;Caldas
13165PB30A;A;PB30;VE7147;136.91;5.77;52435;Mallama;Nariño
62964PQ45A;A;PQ45;VE2456;171.86;0.63;17001;Manizales;Caldas
110878PK23A;A;PK23;VE6108;64.88;15.14;52490;Olaya herrera;Nariño
3394PB59A;A;PB59;VE8917;0.94;42.99;52411;Linares;Nariño
28985PS19A;A;PS19;VE7147;145.94;11.13;50683;San juan de arama;Meta
16805PB60A;A;PB60;VE5993;92.08;3.9;50001;Villavicencio;Meta
63847PL33A;A;PL33;VE4436;235.01;5.63;50686;San juanito;Meta
57847PI80A;A;PI80;VE3276;333.66;22.01;19001;Popayan;Cauca
104116PB42A;A;PB42;VE8160;354.79;80.12;70001;Sincelejo;Sucre
111690PE26A;A;PE26;VE2980;15.96;3.74;52405;Leiva;Nariño
97110PS33A;A;PS33;VE5149;119.77;14.07;52565;Providencia;Nariño
94288PG46A;A;PG46;VE2738;149.43;1.14;54003;Abrego;Norte de santander
92583PR60A;A;PR60;VE2056;353.32;46.86;50001;Villavicencio;Meta
104454PH32A;A;PH32;VE3166;222.16;0.41;52385;La llanada;Nariño
102536PS65A;A;PS65;VE9555;28.3;61.31;52323;Gualmatan;Nariño
73299PN98A;A;PN98;VE7281;40.33;3.29;76001;Cali;Valle del cauca
43352PR99A;A;PR99;VE2926;85.77;4.56;52210;Contadero;Nariño
98835PA39B;B;PA39;VE8699;25.7;98.16;52565;Providencia;Nariño
102214PM66A;A;PM66;VE6495;374.01;11.13;52411;Linares;Nariño
76350PK45A;A;PK45;VE3215;137.97;28.88;52323;Gualmatan;Nariño
90331PF50A;A;PF50;VE5999;11.39;33.0;18001;Florencia;Caqueta
39544PO44B;B;PO44;VE3582;114.7;44.4;52480;Nariño;Nariño
100499PQ62C;C;PQ62;VE4436;5.34;39.24;91001;Leticia;Amazonas
99281PS64A;A;PS64;VE1033;165.97;0.29;81001;Arauca;Arauca
62082PI51A;A;PI51;VE3292;39.41;5.57;70001;Sincelejo;Sucre
28870PL22A;A;PL22;VE1988;22.22;7.19;5002;Abejorral;Antioquia
74333PH70A;A;PH70;VE3840;70.08;1.32;70001;Sincelejo;Sucre
11330PL87A;A;PL87;VE8467;123.09;13.72;52323;Gualmatan;Nariño
18364PK60B;B;PK60;VE7066;0.2;5.21;66001;Pereira;Risaralda
30379PC37A;A;PC37;VE7671;208.72;78.88;5001;Medellin;Antioquia
82191PD46C;C;PD46;VE3955;54.45;10.72;66001;Pereira;Risaralda
11693PB57A;A;PB57;VE3199;13.82;34.46;50683;San juan de arama;Meta
27546PC16A;A;PC16;VE3858;6.62;6.21;52473;Mosquera;Nariño
34990PD32A;A;PD32;VE7016;122.6;23.44;50006;Acacias;Meta
16420PO64B;B;PO64;VE5595;197.59;5.57;50001;Villavicencio;Meta
23449PI72B;B;PI72;VE4242;11.95;47.19;17001;Manizales;Caldas
48540PA83A;A;PA83;VE3276;32.41;65.29;52473;Mosquera;Nariño
21099PS33A;A;PS33;VE3607;40.99;12.35;44001;Riohacha;La guajira
95557PN94B;B;PN94;VE4052;213.52;31.36;52203;Colon;Nariño
20924PD51A;A;PD51;VE8338;9.28;30.8;52356;Ipiales;Nariño
486PC92A;A;PC92;VE4937;9.47;7.44;52323;Gualmatan;Nariño
33611PG53A;A;PG53;VE1125;41.75;27.05;52480;Nariño;Nariño
3612PA38A;A;PA38;VE7888;233.98;20.43;52323;Gualmatan;Nariño
94934PS73A;A;PS73;VE1019;114.0;1.04;5002;Abejorral;Antioquia
14070PB42A;A;PB42;VE8575;46.96;37.24;97001;Mitu;Vaupes
56746PM41A;A;PM41;VE6106;128.83;44.5;52323;Gualmatan;Nariño
67853PB84A;A;PB84;VE2233;33.42;10.02;85001;Yopal;Casanare
40581PR83B;B;PR83;VE2992;71.65;8.2;52435;Mallama;Nariño
70401PI19A;A;PI19;VE5999;124.31;2.91;52473;Mosquera;Nariño
26382PT10A;A;PT10;VE5738;16.9;0.83;54003;Abrego;Norte de santander
102116PE36A;A;PE36;VE3549;24.27;4.45;52385;La llanada;Nariño
50466PO76A;A;PO76;VE7281;320.64;16.27;23001;Monteria;Cordoba
37259PT76A;A;PT76;VE2738;50.69;29.31;19001;Popayan;Cauca
84835PP87A;A;PP87;VE8575;0.38;13.34;8001;Barranquilla;Atlantico
70986PK43A;A;PK43;VE6289;26.09;20.01;95001;San jose del guaviare;Guaviare
94519PK76A;A;PK76;VE6542;20.88;78.26;8001;Barranquilla;Atlantico
9778PS64B;B;PS64;VE2715;236.25;10.88;97001;Mitu;Vaupes
95964PK51C;C;PK51;VE1019;37.76;2.05;52110;Buesaco;Nariño
33866PO30A;A;PO30;VE7066;53.45;9.6;52565;Providencia;Nariño
92267PI95A;A;PI95;VE7623;24.8;3.65;5001;Medellin;Antioquia
67333PI26A;A;PI26;VE1504;5.2;6.08;11001;Bogota d.c.;Bogota d.c.
74233PF44B;B;PF44;VE2941;208.52;12.41;68001;Bucaramanga;Santander
107470PO78A;A;PO78;VE1175;38.81;17.52;17001;Manizales;Caldas
107809PH24A;A;PH24;VE5783;37.59;62.1;73001;Ibague;Tolima
111903PP71A;A;PP71;VE7147;32.36;24.9;19001;Popayan;Cauca
107519PI70A;A;PI70;VE6608;313.82;48.97;8001;Barranquilla;Atlantico
11881PH44A;A;PH44;VE2285;168.45;57.13;52565;Providencia;Nariño
76910PQ75A;A;PQ75;VE2305;26.16;88.69;88001;San andres;San andres
87339PK79A;A;PK79;VE2129;257.59;8.48;44001;Riohacha;La guajira
98250PF39A;A;PF39;VE8634;98.9;18.09;50686;San juanito;Meta
105132PF49A;A;PF49;VE2740;99.61;4.33;52207;Consaca;Nariño
66914PO18A;A;PO18;VE7066;61.55;29.15;52399;La union;Nariño
37475PD29A;A;PD29;VE1019;215.87;26.58;73001;Ibague;Tolima
26700PO67A;A;PO67;VE6971;294.72;2.97;13006;Achi;Bolivar
79097PB38B;B;PB38;VE9609;17.05;1.14;52210;Contadero;Nariño
73112PT60A;A;PT60;VE6668;175.17;18.71;50686;San juanito;Meta
19209PJ43A;A;PJ43;VE2285;21.18;38.04;13006;Achi;Bolivar
97947PE80A;A;PE80;VE7016;70.97;19.8;50006;Acacias;Meta
10241PC52A;A;PC52;VE2501;41.65;31.08;52435;Mallama;Nariño
77385PI54A;A;PI54;VE4333;180.32;9.6;52427;Magui;Nariño
5861PD35A;A;PD35;VE9159;87.77;3.59;54001;Cucuta;Norte de santander
16458PO35B;B;PO35;VE3276;347.64;7.32;11001;Bogota d.c.;Bogota d.c.
106898PI40B;B;PI40;VE1402;51.31;0.48;50001;Villavicencio;Meta
94601PC49A;A;PC49;VE4242;232.68;32.84;44001;Riohacha;La guajira
26543PQ63A;A;PQ63;VE7671;266.82;10.36;85001;Yopal;Casanare
106559PN43B;B;PN43;VE1125;13.26;30.92;52435;Mallama;Nariño
23282PM24A;A;PM24;VE2305;15.39;18.86;68001;Bucaramanga;Santander
94181PE98A;A;PE98;VE1290;22.15;68.81;44001;Riohacha;La guajira
102108PT39A;A;PT39;VE6541;52.56;8.74;85001;Yopal;Casanare
47657PA90A;A;PA90;VE4277;83.16;2.72;54003;Abrego;Norte de santander
17490PQ98A;A;PQ98;VE3927;25.11;61.63;17001;Manizales;Caldas
68851PP28B;B;PP28;VE1211;91.91;11.51;52473;Mosquera;Nariño
105763PR52A;A;PR52;VE3276;52.47;0.08;99001;Puerto carreño;Vichada
7296PJ25A;A;PJ25;VE2233;35.73;2.08;52323;Gualmatan;Nariño
15390PM35A;A;PM35;VE6294;7.08;16.18;8001;Barranquilla;Atlantico
7618PT63A;A;PT63;VE6668;115.35;0.11;23001;Monteria;Cordoba
26078PQ60A;A;PQ60;VE4819;297.64;16.65;52540;Policarpa;Nariño
17470PB99A;A;PB99;VE3166;5.83;3.62;47001;Santa marta;Magdalena
96067PJ63A;A;PJ63;VE8917;45.93;30.76;52480;Nariño;Nariño
83675PQ40A;A;PQ40;VE8692;226.24;43.48;52435;Mallama;Nariño
80144PB48A;A;PB48;VE5783;345.48;13.86;5002;Abejorral;Antioquia
107739PK34A;A;PK34;VE1504;61.98;47.53;52356;Ipiales;Nariño
7093PA64A;A;PA64;VE5389;53.64;0.81;19001;Popayan;Cauca
103554PB73A;A;PB73;VE8722;35.75;3.63;52323;Gualmatan;Nariño
102298PH62A;A;PH62;VE6289;5.85;1.22;50001;Villavicencio;Meta
10133PT91A;A;PT91;VE2980;314.19;6.55;86001;Mocoa;Putumayo
3718PD50A;A;PD50;VE2233;808.05;21.61;13001;Cartagena;Bolivar
28054PE34A;A;PE34;VE3087;153.28;0.15;5002;Abejorral;Antioquia
111845PK20B;B;PK20;VE3295;66.12;0.61;52405;Leiva;Nariño
52241PJ39A;A;PJ39;VE2941;5.29;3.37;76001;Cali;Valle del cauca
102702PH31A;A;PH31;VE6777;57.97;16.84;23001;Monteria;Cordoba
45620PS94A;A;PS94;VE5346;83.94;23.57;52323;Gualmatan;Nariño
25137PB41A;A;PB41;VE2305;13.99;93.5;76001;Cali;Valle del cauca
56207PD92A;A;PD92;VE5346;17.69;1.03;52405;Leiva;Nariño
85398PT30A;A;PT30;VE3276;153.71;0.96;85001;Yopal;Casanare
51879PH18A;A;PH18;VE9555;345.8;43.69;52390;La tola;Nariño
13015PT46A;A;PT46;VE3880;119.27;38.16;52540;Policarpa;Nariño
58638PI36A;A;PI36;VE2926;149.55;0.46;52405;Leiva;Nariño
