producto_id;fecha_envio_limite;nombre_categoria_producto;longitud_nombre_producto;longitud_descripcion_producto;cantidad_fotos_producto;peso_g_producto;longitud_cm_producto;altura_cm_producto;ancho_cm_producto
PM53;30/04/2018 23:28;Ferretería;2;1;23;973;47;19;30
PP79;30/11/2017 12:55;Licor;34;32;32;200;21;27;14
PI43;21/12/2017 3:41;Juguetes;23;10;31;871;29;41;20
PR72;28/07/2017 12:15;Frutas y verduras;23;23;9;420;29;12;29
PT71;20/09/2017 1:53;Tarjetas regalo;18;33;40;1468;12;4;9
PH98;1/06/2018 22:41;Bebés ;7;22;35;4922;43;12;23
PR61;7/02/2018 23:10;Frutas y verduras;22;7;15;1001;29;8;1
PQ69;20/06/2018 18:51;Lácteos;13;3;40;1622;23;18;22
PF60;20/03/2018 10:21;Muebles;31;26;23;2194;44;14;28
PJ35;30/11/2017 6:01;Mascotas;5;9;3;3945;44;24;27
PR18;26/05/2018 7:00;Frutas y verduras;34;1;16;610;9;12;14
PB34;17/02/2018 18:53;Ropa de adultos;25;9;34;1774;13;26;16
PK60;20/01/2018 15:14;Deportes;19;10;40;940;19;15;15
PT43;24/02/2018 3:43;Tarjetas regalo;15;21;29;292;48;24;3
PL44;12/10/2017 15:34;Libros;3;3;36;1369;10;36;29
PO36;9/08/2017 6:09;Productos ecoamigables;23;14;7;3542;58;18;25
PA84;30/05/2018 8:13;Electrodomésticos;0;6;19;1754;4;12;20
PO73;2/12/2017 0:14;Productos ecoamigables;11;16;30;1716;10;0;1
PD29;25/12/2017 13:38;Celulares;15;4;18;237;26;6;27
PQ46;31/08/2017 9:58;Lácteos;21;27;23;1310;6;32;33
PB18;3/09/2017 0:38;Ropa de adultos;19;2;16;771;19;10;23
PG56;8/12/2017 3:10;Salud;25;40;15;189;42;3;13
PG55;28/08/2017 18:26;Salud;4;13;27;383;1;14;9
PE33;24/06/2018 17:50;Tecnología;31;0;36;2636;30;6;24
PN79;27/12/2017 8:39;Dormitorio;1;4;34;6540;40;36;56
PI72;26/11/2017 6:35;Juguetes;36;26;4;1562;17;1;24
PO47;9/03/2018 15:45;Productos ecoamigables;7;4;13;888;9;15;40
PQ61;29/04/2018 9:47;Lácteos;13;31;32;233;19;21;22
PB56;9/11/2017 2:38;Ropa de adultos;8;38;23;820;36;16;31
PK46;24/09/2017 11:07;Deportes;22;2;30;2082;16;22;27
PS26;21/02/2018 2:17;Carnicería;21;18;12;254;42;35;11
PA74;30/08/2017 3:52;Electrodomésticos;19;1;18;603;22;5;18
PJ84;3/09/2017 10:51;Mascotas;27;34;20;3211;30;25;21
PH19;29/01/2018 11:42;Bebés ;30;13;26;245;18;61;15
PI14;26/10/2017 5:29;Juguetes;28;5;31;654;19;12;27
PN34;28/07/2017 12:03;Dormitorio;32;16;29;2008;37;7;30
PQ97;8/05/2018 5:16;Lácteos;27;32;0;29;25;11;20
PM45;2/11/2017 4:42;Ferretería;26;25;9;9284;52;32;19
PA81;30/09/2017 19:23;Electrodomésticos;11;19;22;3368;2;14;21
PJ86;31/07/2017 4:29;Mascotas;15;8;6;874;27;30;10
PH50;22/01/2018 11:59;Bebés ;26;4;23;3424;17;19;37
PF23;30/08/2017 14:48;Muebles;37;17;16;924;12;9;31
PP46;26/07/2017 21:59;Licor;0;38;39;758;17;39;7
PD59;6/10/2017 16:11;Celulares;14;5;21;3111;31;13;23
PD52;8/03/2018 11:16;Celulares;1;28;16;2574;49;24;20
PI61;17/02/2018 6:33;Juguetes;18;26;2;1354;31;30;28
PL74;6/09/2017 23:13;Libros;30;23;8;4919;4;5;50
PC49;28/01/2018 0:34;Ropa infantil;19;28;27;274;38;10;10
PJ79;5/12/2017 11:27;Mascotas;17;39;38;2162;26;22;34
PH57;10/12/2017 6:59;Bebés ;2;2;11;1035;39;25;41
PM42;17/12/2017 22:50;Ferretería;37;21;13;1253;12;13;24
PM25;31/05/2018 12:13;Ferretería;26;0;16;549;17;21;1
PE70;12/11/2017 21:09;Tecnología;16;29;16;4487;24;0;46
PP52;26/01/2018 22:34;Licor;15;34;38;3288;42;5;11
PN18;7/02/2018 14:06;Dormitorio;11;14;11;929;25;1;25
PB55;24/03/2018 17:42;Ropa de adultos;30;21;19;2008;15;33;19
PL49;17/11/2017 14:17;Libros;7;22;7;3120;40;32;17
PT33;2/10/2017 19:02;Tarjetas regalo;30;35;39;531;18;19;18
PE42;3/11/2017 21:33;Tecnología;38;40;9;5532;36;10;9
PF23;2/12/2017 13:55;Muebles;30;32;40;952;37;25;18
PS61;1/03/2018 2:40;Carnicería;11;9;30;228;9;8;33
PE20;1/12/2017 22:15;Tecnología;36;28;5;2038;27;22;16
PF31;12/02/2018 22:19;Muebles;1;20;1;4985;23;17;9
PR59;5/11/2017 3:03;Frutas y verduras;16;2;10;2384;22;36;24
PE92;8/06/2018 2:07;Tecnología;28;12;14;2492;40;2;23
PD16;15/01/2018 11:26;Celulares;29;6;5;135;41;32;41
PM35;9/09/2017 10:59;Ferretería;5;23;13;865;41;6;3
PA18;10/04/2018 4:02;Electrodomésticos;39;19;35;443;29;53;27
PB71;20/10/2017 1:57;Ropa de adultos;20;7;15;4053;49;42;4
PH81;13/09/2017 0:21;Bebés ;1;28;2;2965;37;20;29
PM15;8/10/2017 11:46;Ferretería;4;23;1;402;23;24;36
PH43;9/12/2017 17:18;Bebés ;31;26;18;1625;37;2;28
PL13;2/10/2017 1:08;Libros;1;23;17;4770;31;16;35
PP73;5/01/2018 8:14;Licor;36;37;34;5008;49;5;2
PR59;11/09/2017 13:01;Frutas y verduras;32;21;1;688;39;17;13
PG26;18/11/2017 4:00;Salud;24;17;5;1929;28;28;10
PD30;19/01/2018 12:12;Celulares;26;13;40;57;39;21;12
PD91;20/06/2018 7:56;Celulares;27;40;10;5755;11;3;13
PD37;30/11/2017 0:51;Celulares;16;14;24;1719;16;44;13
PN37;29/07/2017 7:20;Dormitorio;31;19;32;2767;24;27;41
PA13;4/11/2017 23:19;Electrodomésticos;5;4;17;4449;41;2;16
PE11;17/07/2017 5:16;Tecnología;18;20;9;3954;21;30;5
PD31;3/11/2017 13:34;Celulares;38;19;34;4251;27;13;28
PN50;14/08/2017 4:14;Dormitorio;10;17;0;2787;67;27;31
PJ29;22/10/2017 20:06;Mascotas;34;40;34;122;33;14;39
PJ81;16/01/2018 5:57;Mascotas;7;27;7;3740;19;8;23
PJ39;14/04/2018 14:22;Mascotas;24;26;36;1011;17;32;17
PJ10;17/09/2017 5:33;Mascotas;37;34;33;215;14;31;14
PE49;22/11/2017 11:04;Tecnología;25;10;30;1731;32;13;23
PM65;3/08/2017 15:14;Ferretería;26;14;11;9;6;27;22
PC53;25/06/2018 10:24;Ropa infantil;19;33;37;639;41;19;26
PG34;26/09/2017 2:40;Salud;6;17;31;3625;25;8;24
PC61;4/09/2017 12:44;Ropa infantil;30;23;13;2587;40;4;12
PA23;20/06/2018 15:35;Electrodomésticos;34;13;30;1428;18;22;13
PR51;22/10/2017 6:01;Frutas y verduras;13;28;26;2878;32;31;19
PL65;6/09/2017 5:01;Libros;18;23;4;2045;57;6;18
PE47;13/06/2018 10:18;Tecnología;40;30;8;1301;18;33;34
PD32;22/05/2018 12:48;Celulares;5;25;1;525;14;20;41
PA13;29/11/2017 16:44;Electrodomésticos;15;40;28;794;50;24;20
PA55;4/01/2018 4:54;Electrodomésticos;19;16;27;472;48;28;26
PE43;7/09/2017 7:49;Tecnología;17;10;37;2108;37;10;3
PI11;8/01/2018 1:47;Juguetes;17;23;4;965;13;44;8
PC61;17/06/2018 10:17;Ropa infantil;0;35;0;1675;23;12;25
PB85;17/09/2017 3:38;Ropa de adultos;20;40;35;2105;64;5;4
PR54;31/05/2018 2:08;Frutas y verduras;18;2;18;2304;52;7;21
PT57;6/06/2018 8:15;Tarjetas regalo;7;34;28;308;27;32;23
PB22;16/11/2017 1:49;Ropa de adultos;26;32;15;2326;4;3;16
PL18;15/07/2017 14:31;Libros;3;7;36;648;14;19;30
PA73;5/05/2018 8:08;Electrodomésticos;28;39;6;484;33;12;19
PL85;6/08/2017 20:53;Libros;2;13;20;3032;50;29;15
PT25;2/08/2017 14:05;Tarjetas regalo;4;26;19;3971;24;4;53
PQ93;26/04/2018 16:08;Lácteos;1;3;34;2048;24;32;17
PF57;28/01/2018 9:20;Muebles;5;15;9;6718;18;44;41
PB58;14/01/2018 1:23;Ropa de adultos;31;5;21;1728;49;28;7
PT37;29/04/2018 7:30;Tarjetas regalo;1;39;8;5765;24;0;9
PA46;24/01/2018 14:10;Electrodomésticos;2;35;18;485;4;30;40
PK79;19/06/2018 22:54;Deportes;4;31;40;1396;70;2;37
PA35;27/03/2018 3:09;Electrodomésticos;36;15;8;454;45;15;22
PR21;25/07/2017 9:44;Frutas y verduras;23;31;17;1555;50;0;26
PJ30;21/04/2018 14:51;Mascotas;24;30;0;6734;45;5;6
PR61;8/12/2017 15:51;Frutas y verduras;13;39;28;1989;29;31;44
PR46;2/10/2017 4:10;Frutas y verduras;0;16;4;1639;13;5;42
PB52;17/07/2017 0:07;Ropa de adultos;15;12;28;4216;20;13;18
PE28;17/08/2017 6:00;Tecnología;9;39;9;293;31;10;9
PI62;12/02/2018 4:55;Juguetes;3;15;28;1271;6;20;29
PH88;7/09/2017 1:16;Bebés ;25;11;38;2071;39;9;32
PA71;13/08/2017 0:07;Electrodomésticos;18;15;18;2364;48;16;21
PB76;11/02/2018 20:04;Ropa de adultos;8;37;24;621;26;41;29
PP97;21/10/2017 9:11;Licor;11;38;15;1272;13;7;9
PE45;12/03/2018 19:04;Tecnología;9;35;5;2072;27;23;53
PJ58;25/07/2017 17:13;Mascotas;12;13;21;2069;26;4;34
PG85;26/10/2017 17:38;Salud;1;20;31;2417;55;22;27
PT53;6/11/2017 3:31;Tarjetas regalo;40;16;35;2622;39;6;16
PB54;30/05/2018 17:15;Ropa de adultos;15;23;4;1672;63;9;14
PP94;21/01/2018 17:23;Licor;16;11;8;5926;17;0;9
PM20;30/10/2017 0:14;Ferretería;11;35;22;146;48;25;18
PN88;23/02/2018 14:00;Dormitorio;39;1;8;407;26;17;25
PD93;22/03/2018 15:27;Celulares;14;39;36;976;39;36;16
PC18;15/01/2018 10:21;Ropa infantil;11;35;38;150;37;3;10
PR70;11/05/2018 14:55;Frutas y verduras;32;25;11;2403;55;12;20
PS14;24/03/2018 4:26;Carnicería;22;18;35;855;16;8;27
PD22;28/11/2017 7:10;Celulares;15;14;33;9505;46;27;34
PP14;10/12/2017 13:33;Licor;24;31;33;6368;57;16;25
PM28;6/11/2017 10:17;Ferretería;28;19;6;382;28;33;32
PO27;6/04/2018 7:41;Productos ecoamigables;28;15;25;1337;43;1;31
PQ82;7/01/2018 20:25;Lácteos;29;5;11;2570;19;22;5
PG49;25/11/2017 2:13;Salud;29;26;0;10;52;9;22
PO66;18/08/2017 20:26;Productos ecoamigables;30;16;13;861;2;1;24
PI17;18/12/2017 15:48;Juguetes;6;36;27;188;41;2;1
PK46;4/01/2018 20:19;Deportes;19;38;13;1246;35;23;37
PF46;30/01/2018 16:57;Muebles;7;14;29;898;21;31;22
PQ18;22/05/2018 2:19;Lácteos;0;21;10;1136;34;6;23
PR80;11/03/2018 2:36;Frutas y verduras;22;3;12;2525;41;26;28
PP59;16/06/2018 19:24;Licor;40;25;13;2142;17;19;33
PB12;13/03/2018 3:46;Ropa de adultos;10;20;32;4470;25;4;36
PE43;16/04/2018 18:38;Tecnología;29;10;23;2500;51;20;22
PJ19;14/11/2017 20:30;Mascotas;35;22;30;297;27;11;44
PD97;23/07/2017 6:51;Celulares;34;8;17;1722;12;28;10
PL41;13/03/2018 21:11;Libros;9;21;6;121;39;26;18
PM38;26/05/2018 16:36;Ferretería;31;29;17;640;27;22;9
PE86;30/11/2017 15:38;Tecnología;33;24;3;4874;29;5;21
PB11;25/04/2018 3:43;Ropa de adultos;25;30;31;314;32;18;3
PT29;20/02/2018 1:03;Tarjetas regalo;34;15;26;611;37;0;20
PM35;4/04/2018 21:56;Ferretería;22;26;19;1592;25;22;10
PL27;1/03/2018 5:08;Libros;2;8;37;41;20;38;25
PS75;24/01/2018 11:12;Carnicería;31;15;30;1672;22;30;20
PC44;17/10/2017 21:13;Ropa infantil;34;25;5;983;33;42;34
PB27;25/09/2017 7:02;Ropa de adultos;37;28;13;9813;34;21;31
PE37;25/12/2017 16:20;Tecnología;20;23;20;414;47;2;3
PK32;4/09/2017 23:38;Deportes;31;22;9;1118;38;7;26
PJ37;19/03/2018 10:59;Mascotas;40;18;17;403;37;5;36
PO14;15/06/2018 11:21;Productos ecoamigables;40;0;2;1857;58;20;37
PC42;15/09/2017 23:33;Ropa infantil;23;7;32;1568;24;28;45
PM84;28/03/2018 7:01;Ferretería;25;8;30;6736;11;22;21
PE14;11/01/2018 21:40;Tecnología;11;16;23;6601;33;24;28
PI74;1/05/2018 19:20;Juguetes;4;6;14;2122;6;11;40
PQ39;4/01/2018 18:50;Lácteos;22;13;6;3503;45;14;33
PM84;14/01/2018 12:22;Ferretería;33;20;36;3804;47;6;35
PI55;13/02/2018 19:31;Juguetes;37;25;27;3675;44;31;26
PL22;13/05/2018 21:25;Libros;13;5;39;383;26;23;11
PB67;1/09/2017 22:21;Ropa de adultos;2;35;11;4259;23;40;32
PA15;30/11/2017 22:12;Electrodomésticos;11;6;4;2494;43;3;24
PP65;2/09/2017 11:35;Licor;25;5;3;986;39;18;10
PJ55;13/02/2018 11:41;Mascotas;23;20;23;4180;36;21;19
PL20;8/06/2018 8:05;Libros;26;37;24;1452;21;16;28
PQ99;6/10/2017 18:48;Lácteos;22;30;7;459;3;13;5
PK51;14/05/2018 14:02;Deportes;38;35;31;8125;6;29;29
PN86;6/11/2017 17:21;Dormitorio;1;16;24;2076;17;36;9
PP54;10/11/2017 14:42;Licor;16;1;15;869;26;12;34
PH12;15/08/2017 17:35;Bebés ;2;17;34;3499;33;36;25
PA38;11/01/2018 1:00;Electrodomésticos;11;26;31;1348;42;19;14
PO37;16/08/2017 17:23;Productos ecoamigables;36;16;24;1524;16;4;9
PR26;10/05/2018 5:52;Frutas y verduras;23;3;15;466;13;29;17
PC29;6/11/2017 5:30;Ropa infantil;10;1;25;2770;13;8;32
PQ88;20/03/2018 4:59;Lácteos;40;31;30;394;28;20;27
PB30;9/12/2017 1:26;Ropa de adultos;21;23;33;809;25;6;36
PQ45;25/06/2018 15:46;Lácteos;23;38;17;1940;37;25;24
PK23;9/10/2017 9:42;Deportes;33;32;30;876;15;8;34
PB59;16/05/2018 21:02;Ropa de adultos;32;6;6;1438;20;18;33
PS19;1/10/2017 12:07;Carnicería;21;23;14;460;30;12;25
PB60;22/01/2018 2:35;Ropa de adultos;8;21;7;7366;9;2;12
PL33;17/08/2017 11:54;Libros;26;7;32;1202;34;23;17
PI80;29/11/2017 0:26;Juguetes;0;40;7;5026;22;1;32
PB42;20/02/2018 9:46;Ropa de adultos;36;10;19;360;66;3;6
PE26;12/11/2017 18:09;Tecnología;14;1;1;4206;39;25;2
PS33;27/09/2017 19:36;Carnicería;36;4;19;1588;41;35;29
PG46;22/12/2017 18:18;Salud;10;9;15;2894;26;26;17
PR60;16/01/2018 5:50;Frutas y verduras;39;22;33;1240;43;26;20
PH32;5/12/2017 17:38;Bebés ;22;36;0;2500;24;5;21
PS65;24/09/2017 19:02;Carnicería;16;19;24;1150;34;18;38
PN98;20/08/2017 4:47;Dormitorio;23;36;40;6021;40;32;11
PR99;12/01/2018 19:00;Frutas y verduras;19;29;18;1403;53;1;16
PA39;8/01/2018 13:35;Electrodomésticos;0;4;23;2734;14;16;22
PM66;6/01/2018 1:36;Ferretería;40;0;8;1397;26;27;27
PK45;6/11/2017 19:09;Deportes;1;31;26;4380;33;11;16
PF50;20/08/2017 3:43;Muebles;25;34;11;1193;74;16;15
PO44;17/08/2017 14:25;Productos ecoamigables;35;20;35;896;39;35;19
PQ62;5/04/2018 4:02;Lácteos;3;9;24;1024;13;22;34
PS64;28/01/2018 1:37;Carnicería;4;3;5;4855;42;42;4
PI51;30/09/2017 10:32;Juguetes;2;20;12;1292;30;23;39
PL22;31/07/2017 4:39;Libros;26;10;8;497;36;4;12
PH70;3/04/2018 11:53;Bebés ;18;19;37;3627;55;6;20
PL87;28/11/2017 5:08;Libros;40;34;31;107;22;6;35
PK60;8/04/2018 4:46;Deportes;26;16;31;46;43;9;38
PC37;19/05/2018 14:43;Ropa infantil;25;37;33;424;41;11;15
PD46;12/04/2018 18:53;Celulares;4;40;37;957;68;34;20
PB57;7/09/2017 20:45;Ropa de adultos;18;11;27;3623;14;8;20
PC16;13/05/2018 5:42;Ropa infantil;33;18;7;1708;34;20;29
PD32;21/04/2018 0:22;Celulares;3;28;20;3142;19;35;48
PO64;31/08/2017 11:08;Productos ecoamigables;14;3;12;3464;28;26;25
PI72;15/09/2017 13:10;Juguetes;7;33;11;3859;36;9;19
PA83;1/01/2018 0:19;Electrodomésticos;19;29;7;77;35;1;18
PS33;29/04/2018 18:22;Carnicería;5;27;19;2569;52;7;27
PN94;17/01/2018 21:44;Dormitorio;4;25;40;146;55;8;34
PD51;17/07/2017 1:20;Celulares;36;1;27;3745;25;3;32
PC92;15/07/2017 13:04;Ropa infantil;38;29;23;2707;62;20;11
PG53;6/03/2018 21:25;Salud;8;31;6;4478;38;32;18
PA38;12/03/2018 19:12;Electrodomésticos;28;14;12;864;34;12;32
PS73;2/05/2018 16:02;Carnicería;16;8;6;1158;33;9;36
PB42;20/06/2018 12:48;Ropa de adultos;17;32;28;2059;40;29;28
PM41;30/07/2017 2:46;Ferretería;12;25;40;2463;32;35;11
PB84;19/10/2017 23:48;Ropa de adultos;29;10;28;2400;33;44;10
PR83;29/08/2017 1:56;Frutas y verduras;10;36;7;1000;25;17;36
PI19;28/10/2017 14:44;Juguetes;0;15;13;329;23;31;20
PT10;15/05/2018 13:36;Tarjetas regalo;24;27;4;180;9;14;10
PE36;14/09/2017 22:45;Tecnología;12;34;14;1880;24;4;9
PO76;30/12/2017 13:02;Productos ecoamigables;24;22;40;1662;25;3;39
PT76;7/12/2017 17:09;Tarjetas regalo;7;34;36;2365;29;2;12
PP87;29/12/2017 6:44;Licor;7;4;9;970;12;21;11
PK43;3/12/2017 18:47;Deportes;32;37;6;1989;7;29;31
PK76;31/10/2017 2:04;Deportes;25;29;9;1648;20;6;22
PS64;18/08/2017 13:38;Carnicería;21;17;7;1036;9;28;9
PK51;2/09/2017 1:27;Deportes;30;39;17;3535;38;4;16
PO30;10/02/2018 21:30;Productos ecoamigables;31;21;15;2817;22;3;30
PI95;18/07/2017 12:57;Juguetes;15;16;16;3777;28;19;34
PI26;19/10/2017 6:32;Juguetes;21;37;26;1629;10;16;39
PF44;17/08/2017 14:37;Muebles;18;38;6;718;15;20;23
PO78;8/06/2018 14:45;Productos ecoamigables;12;36;5;235;33;5;12
PH24;12/10/2017 2:26;Bebés ;14;20;6;2091;33;35;36
PP71;1/04/2018 0:48;Licor;38;37;25;965;32;14;22
PI70;11/10/2017 1:04;Juguetes;13;0;32;1126;33;34;11
PH44;1/01/2018 6:44;Bebés ;32;2;26;951;1;7;23
PQ75;15/11/2017 18:16;Lácteos;35;21;27;8815;47;15;25
PK79;27/11/2017 15:51;Deportes;20;0;13;4288;40;25;26
PF39;26/05/2018 4:12;Muebles;23;2;4;546;27;8;15
PF49;13/01/2018 1:00;Muebles;30;8;10;472;45;45;12
PO18;21/10/2017 10:06;Productos ecoamigables;19;17;34;2272;5;3;55
PD29;19/12/2017 15:40;Celulares;36;4;23;652;54;10;32
PO67;21/06/2018 21:39;Productos ecoamigables;40;20;24;2198;4;22;24
PB38;5/11/2017 2:11;Ropa de adultos;29;30;16;6234;39;7;60
PT60;20/03/2018 22:08;Tarjetas regalo;26;15;28;2112;27;31;33
PJ43;20/05/2018 10:16;Mascotas;18;2;7;2753;45;9;50
PE80;13/09/2017 13:16;Tecnología;10;32;3;1702;49;9;26
PC52;17/07/2017 18:14;Ropa infantil;6;8;7;2399;28;40;6
PI54;21/05/2018 16:46;Juguetes;11;19;9;430;24;31;31
PD35;31/08/2017 8:31;Celulares;1;19;38;5539;11;16;10
PO35;28/04/2018 19:47;Productos ecoamigables;11;20;33;5068;18;24;22
PI40;17/03/2018 5:48;Juguetes;34;0;35;997;33;11;26
PC49;19/09/2017 1:04;Ropa infantil;34;31;38;2272;4;21;17
PQ63;22/05/2018 9:43;Lácteos;22;27;8;939;47;12;56
PN43;25/09/2017 5:09;Dormitorio;15;34;4;2502;19;35;39
PM24;5/10/2017 22:13;Ferretería;6;19;1;1853;7;19;21
PE98;25/09/2017 19:36;Tecnología;27;4;12;2899;40;23;4
PT39;1/12/2017 13:21;Tarjetas regalo;33;2;7;5304;15;25;4
PA90;24/02/2018 0:00;Electrodomésticos;25;18;5;1;62;8;3
PQ98;16/07/2017 12:58;Lácteos;39;19;17;1438;27;20;22
PP28;25/11/2017 22:39;Licor;26;31;10;2660;23;44;35
PR52;3/05/2018 19:07;Frutas y verduras;14;2;14;442;37;7;28
PJ25;18/10/2017 20:37;Mascotas;20;25;10;303;39;24;48
PM35;19/05/2018 6:46;Ferretería;30;11;4;3801;34;19;37
PT63;21/09/2017 17:04;Tarjetas regalo;13;34;39;9705;34;22;1
PQ60;5/01/2018 6:18;Lácteos;38;29;24;1706;13;33;4
PB99;30/10/2017 20:06;Ropa de adultos;35;23;17;263;57;14;26
PJ63;21/08/2017 22:02;Mascotas;35;39;15;33;31;4;40
PQ40;13/08/2017 16:59;Lácteos;3;1;11;3111;19;3;23
PB48;16/12/2017 15:13;Ropa de adultos;33;32;1;1896;9;13;20
PK34;21/02/2018 12:14;Deportes;27;7;22;1956;15;34;7
PA64;7/03/2018 2:32;Electrodomésticos;5;8;26;3364;71;9;31
PB73;22/02/2018 12:03;Ropa de adultos;38;40;28;2143;42;19;27
PH62;1/11/2017 1:27;Bebés ;31;17;8;3367;29;10;26
PT91;30/11/2017 9:18;Tarjetas regalo;31;19;13;806;38;33;6
PD50;25/04/2018 12:36;Celulares;36;18;1;1279;20;0;15
PE34;17/08/2017 4:47;Tecnología;36;15;29;1107;44;5;14
PK20;17/01/2018 21:25;Deportes;23;19;35;1921;15;3;2
PJ39;28/02/2018 10:30;Mascotas;19;7;22;125;29;26;25
PH31;7/09/2017 21:48;Bebés ;23;17;40;1724;48;8;11
PS94;15/08/2017 18:34;Carnicería;26;18;2;2652;0;16;33
PB41;13/12/2017 20:07;Ropa de adultos;40;39;11;1596;19;35;28
PD92;1/05/2018 23:42;Celulares;17;35;9;214;1;13;2
PT30;5/06/2018 21:15;Tarjetas regalo;3;31;8;2818;12;17;22
PH18;29/04/2018 16:20;Bebés ;24;35;29;1269;16;34;24
PT46;26/08/2017 7:59;Tarjetas regalo;3;5;40;1261;37;6;31
PI36;16/12/2017 1:57;Juguetes;39;5;2;1073;19;34;27
PT18;31/01/2018 13:47;Tarjetas regalo;7;30;32;1559;30;8;4
PP68;1/10/2017 2:22;Licor;23;16;37;215;16;6;26
PC62;26/11/2017 4:40;Ropa infantil;22;18;38;2455;29;28;10
PR74;20/08/2017 23:04;Frutas y verduras;5;37;23;1968;48;5;19
PN56;20/08/2017 6:31;Dormitorio;15;22;32;5608;43;20;35
PJ57;28/07/2017 23:00;Mascotas;25;28;14;2032;14;8;28
PD97;12/06/2018 8:04;Celulares;6;5;31;1071;45;12;5
PP37;2/01/2018 7:25;Licor;15;40;24;3262;43;23;26
PA39;4/09/2017 16:40;Electrodomésticos;22;16;25;5267;19;15;3
PP90;19/05/2018 4:01;Licor;20;6;39;4849;16;18;15
PL75;17/08/2017 19:12;Libros;33;22;25;1672;42;17;12
PR89;30/03/2018 20:28;Frutas y verduras;28;22;29;32;17;29;18
PB75;14/08/2017 18:40;Ropa de adultos;4;32;4;538;2;8;14
PM74;31/07/2017 20:35;Ferretería;31;38;18;2063;25;27;18
PD84;25/01/2018 4:15;Celulares;25;24;28;3298;42;10;42
PE58;27/10/2017 7:13;Tecnología;13;22;21;1789;23;42;10
PK69;20/09/2017 1:57;Deportes;12;33;30;4192;56;8;23
PO75;17/08/2017 13:20;Productos ecoamigables;11;39;28;842;18;46;19
PT12;7/02/2018 3:40;Tarjetas regalo;5;35;34;4052;47;11;5
PJ88;14/05/2018 0:32;Mascotas;15;22;30;2852;49;41;9
PF97;15/10/2017 21:45;Muebles;19;28;32;312;11;37;39
PT40;15/02/2018 0:07;Tarjetas regalo;16;17;40;2728;22;15;26
PJ97;24/02/2018 21:35;Mascotas;31;16;33;4865;23;24;20
PS26;28/11/2017 13:57;Carnicería;3;24;28;1496;5;35;27
PE81;25/02/2018 20:52;Tecnología;34;16;12;2248;10;12;44
PF81;21/08/2017 8:32;Muebles;5;2;26;10038;31;4;39
PK96;20/09/2017 6:38;Deportes;3;16;13;864;25;11;58
PT89;9/12/2017 6:53;Tarjetas regalo;8;33;21;4448;19;1;18
PG44;31/05/2018 6:33;Salud;8;34;19;1677;32;8;41
PB21;7/03/2018 11:33;Ropa de adultos;10;11;22;2221;22;15;7
PE89;9/04/2018 9:30;Tecnología;2;31;22;123;22;29;26
PC41;16/09/2017 14:53;Ropa infantil;16;27;14;1982;30;12;20
PT19;7/11/2017 0:43;Tarjetas regalo;28;28;38;139;5;39;23
PO45;5/04/2018 11:23;Productos ecoamigables;39;33;16;685;47;23;23
PR79;17/08/2017 2:38;Frutas y verduras;1;37;29;1433;42;6;25
PI70;20/04/2018 1:19;Juguetes;3;14;7;1100;41;8;25
PO57;5/03/2018 10:33;Productos ecoamigables;5;3;30;701;38;29;32
PO74;11/08/2017 10:39;Productos ecoamigables;13;22;26;635;29;24;18
PH23;17/02/2018 15:45;Bebés ;6;16;34;172;35;6;38
PS22;20/10/2017 9:07;Carnicería;10;31;20;256;43;2;21
PI10;9/06/2018 23:56;Juguetes;32;14;4;534;31;25;9
PR15;10/08/2017 6:23;Frutas y verduras;24;34;19;3629;19;13;15
PJ86;7/11/2017 22:47;Mascotas;8;26;22;2456;0;20;50
PI70;20/04/2018 3:52;Juguetes;7;10;14;1214;25;29;16
PI18;23/12/2017 13:24;Juguetes;27;14;0;9872;26;16;12
PH17;15/01/2018 0:15;Bebés ;8;28;36;1594;32;18;30
PT21;18/06/2018 17:15;Tarjetas regalo;4;2;10;828;25;4;21
PH74;14/06/2018 16:51;Bebés ;34;28;14;4021;33;4;15
PH69;25/04/2018 12:29;Bebés ;34;22;36;1030;40;39;27
PD66;30/07/2017 21:18;Celulares;4;17;25;1329;26;6;27
PJ58;12/06/2018 22:48;Mascotas;34;1;40;659;40;10;36
PE78;4/10/2017 17:15;Tecnología;13;30;32;343;24;35;22
PJ81;23/12/2017 0:31;Mascotas;0;23;12;6201;15;26;32
PO43;10/03/2018 5:44;Productos ecoamigables;22;17;18;1911;30;36;27
PE35;11/09/2017 19:14;Tecnología;25;14;39;223;39;33;48
PB36;16/04/2018 14:38;Ropa de adultos;23;38;33;479;24;8;30
PJ91;23/07/2017 1:36;Mascotas;13;15;9;706;23;17;34
PC99;4/05/2018 2:43;Ropa infantil;22;33;29;1703;7;25;14
PQ63;29/07/2017 0:29;Lácteos;31;20;25;1531;22;29;45
PJ65;9/10/2017 5:18;Mascotas;4;8;6;1154;28;18;44
PN67;13/08/2017 19:47;Dormitorio;15;11;21;4038;27;34;31
PG43;9/04/2018 3:24;Salud;34;1;40;723;18;44;31
PA93;20/01/2018 4:20;Electrodomésticos;15;16;9;1316;41;0;27
PJ29;9/09/2017 4:44;Mascotas;20;38;33;1395;50;1;43
PR81;30/09/2017 13:11;Frutas y verduras;26;6;10;1227;40;28;38
PJ36;10/10/2017 6:12;Mascotas;3;21;26;3591;26;9;4
PS81;4/09/2017 18:35;Carnicería;31;8;26;5389;18;29;13
